"URI (segment de base http://data.archives-nationales.culture.gouv.fr/","Identifiant de l’agent dans le référentiel FRAN_RI_012 du SI des Archives nationales","Nom de la classe RiC-O d’appartenance","Forme privilégiée du nom de l’agent","Autres formes du nom de l’agent","Date de naissance (rico:birthDate)","Date de décès (rico:deathDate)","Histoire de l’agent (rico:history)","Identifiant ISNI","Identifiant Wikidata","Notice Wikipédia","Identifiant de l’agent dans le référentiel des producteurs des Archives nationales","URI BnF"
"agent/FRAN_RI_012-d699mu2b4cz-151xtl8pms6mu","d699mu2b4cz-151xtl8pms6mu","Person","Sommaville, Antoine de (1597-1665)",,,,,,,,,
"agent/FRAN_RI_012-d699mu4nvlc-1t2coqlorcx6f","d699mu4nvlc-1t2coqlorcx6f","Person","Soubise, Anne Thérèse de Savoie-Carignan (1717-1745 , princesse de)",,,,,,,,,
"agent/FRAN_RI_012-d699mtzvbe2-1sljhpg6q2r88","d699mtzvbe2-1sljhpg6q2r88","Person","Soubise, Charles de Rohan (1715-1787 , prince de)",,,,,,,,,
"agent/FRAN_RI_012-d699mu4n1vp-1jcyipfregg8s","d699mu4n1vp-1jcyipfregg8s","Person","Souchon, René (1943-....)",,,,,,,,,
"agent/FRAN_RI_012-d699mu3ttod-m1x8qpchlm0w","d699mu3ttod-m1x8qpchlm0w","Person","Soufflot, Jacques Germain (1713-1780)",,,,,,,,,
"agent/FRAN_RI_012-d-lb1pxildhn-7dqusttovw3d","d-lb1pxildhn-7dqusttovw3d","Person","Soupault, Jean Pierre",,,,,,,,,
"agent/FRAN_RI_012-d699mu63h6x-1e64stoyy4n1f","d699mu63h6x-1e64stoyy4n1f","Person","Sourches, Jean Du Bouchet (1599-1677 , marquis de)","Bouchet de Sourches, Jean du (1599-1677)",,,,,,,,
"agent/FRAN_RI_012-d-7ql6zgoxw-1145h30dj8h6g","d-7ql6zgoxw-1145h30dj8h6g","Person","Sourches de Tourzel, Augustine Frédérique Joséphine du Bouchet de (1798-1870)","Du Bouchet de Sourches de Tourzel, Augustine Frédérique Joséphine | Tourzel, Augustine Frédérique Joséphine du Bouchet de Sourches de","1798-01-13","1870-10-10","Epouse d'Amédée François Régis de Pérusse, duc des Cars.",,,,,
"agent/FRAN_RI_012-d699mu2vlm6-az77xc0voumj","d699mu2vlm6-az77xc0voumj","Person","Sourdéac, Alexandre de Rieux (1620-1695 , marquis de)",,,,,,,,,
"agent/FRAN_RI_012-d699mu1qyzm--4gvjq57qthee","d699mu1qyzm--4gvjq57qthee","Person","Sourdille, Jacques (1922-1996)",,,,,,,,,
"agent/FRAN_RI_012-d699mu49wv4--1njdtcbru025v","d699mu49wv4--1njdtcbru025v","Person","Soustelle, Jacques (1912-1990)",,,,,,,,"010096",
"agent/FRAN_RI_012-d699mu5akh6--lgj08ai83ctv","d699mu5akh6--lgj08ai83ctv","Person","Soyecourt de Belleforière, Antoine Maximilien de (....-1679)",,,,,,,,,
"agent/FRAN_RI_012-d699mu1yicy-s2zw5vnm2uxo","d699mu1yicy-s2zw5vnm2uxo","Person","Staal de Magnoncour de Tracy, Jacques Victor Flavien Henrion de (1838-....)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn2wb9a-vcl3troe8yje","d3m0bn2wb9a-vcl3troe8yje","Person","Starckman, P. (16..-17..?)",,,,,,,,,
"agent/FRAN_RI_012-d699mu2ikk7-14rdjpe0pi171","d699mu2ikk7-14rdjpe0pi171","Person","Stavisky, Alexandre (1886-1934)","Le Beau Sacha (1886-1934)",,,,,,,,
"agent/FRAN_RI_012-d699mu0yhq3-dky2vflf32fe","d699mu0yhq3-dky2vflf32fe","Person","Stirn, Olivier (1936-....)",,,,,,,,,
"agent/FRAN_RI_012-d699mu5tfw6-ferkydxf85au","d699mu5tfw6-ferkydxf85au","Person","Stoléru, Lionel (1937-....)",,,,,,,,,
"agent/FRAN_RI_012-d-614q6yrav-159nciacypxnq","d-614q6yrav-159nciacypxnq","Person","Storez, Maurice Sidoine (1804-1881)",,"1804-05-04","1881-12-26","Maurice Sidoine Storez est un architecte français, membre fondateur de la Société Centrale des Architectes fondée le 27 mai 1843, et inspecteur des bâtiments publics de Paris. Il est né à Douai, rue Saint-Thomas, le 14 floréal an XII (4 mai 1804), mort à Paris 8e, 17, rue du Cirque, le 26 décembre 1881.",,,,,
"agent/FRAN_RI_012-d699mu20jnd--t78apm9pm8kb","d699mu20jnd--t78apm9pm8kb","Person","Strauss-Kahn, Dominique (1949-....)",,,,,,,,,
"agent/FRAN_RI_012-d-al0d1e524--6wu7fsyvej9j","d-al0d1e524--6wu7fsyvej9j","Person","Strozzi, Philippe (1541-1582)",,"1541-01-01","1582-07-27",,,,,,
"agent/FRAN_RI_012-d699mu55ea5--p5kcuvfdcbrz","d699mu55ea5--p5kcuvfdcbrz","Person","Strubberg, Wilhelmine Julie Henriette (1803-18..)",,,,,,,,,
"agent/FRAN_RI_012-d699mu4c1px--142feqm6m7plu","d699mu4c1px--142feqm6m7plu","Person","Sublet de Heudicourt, Alexandrine Charlotte (1721-1803)",,,,,,,,,
"agent/FRAN_RI_012-d699mtzn329-14e897e2ytqyn","d699mtzn329-14e897e2ytqyn","Person","Sublet de Heudicourt, Ponce Auguste (167.-1742)",,,,,,,,,
"agent/FRAN_RI_012-d699mtzal0u--vjepj3kv9z6e","d699mtzal0u--vjepj3kv9z6e","Person","Suchet d'Albuféra, Louis Napoléon (1813-1877)",,,,,,,,,
"agent/FRAN_RI_012-d699mu0jysi--pyy289v1l213","d699mu0jysi--pyy289v1l213","Person","Sudreau, Pierre (1919-2012)",,,,,,,,"010097",
"agent/FRAN_RI_012-d699mu6hxco--bjs8slv3ag0k","d699mu6hxco--bjs8slv3ag0k","Person","Sueur, Jean-Pierre (1947-....)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qx3aab-bfsafpg3c01f","d-dv4qx3aab-bfsafpg3c01f","Person","Suisse, Charles (1846-1906)",,"1846-01-06","1906-09-08","Né le 01/06/1846 à Paris. Décédé le 09/08/1906 à Chenôve. Architecte diocésain. A œuvré à la restauration de la cathédrale de Dijon.",,"Q2960267","https://fr.wikipedia.org/wiki/Charles_Suisse_",,
"agent/FRAN_RI_012-d699mu1jav5--ckpsetgnxnuv","d699mu1jav5--ckpsetgnxnuv","Person","Sully, Maximilien de Béthune (1559-1641 , duc de)","Sully (1559-1641)",,,,,,,"051434",
"agent/FRAN_RI_012-d699mu0g8hr--1qat7e1qva1yk","d699mu0g8hr--1qat7e1qva1yk","Person","Taittinger, Pierre-Christian (1926-2009)",,,,,,,,,
"agent/FRAN_RI_012-d699mu61yx2--1108h62wmtyc8","d699mu61yx2--1108h62wmtyc8","Person","Tallemant des Réaux, Gédéon (1619-1692)",,,,,,,,,
"agent/FRAN_RI_012-d699mtzt5qr--1ekjocv6pzhfd","d699mtzt5qr--1ekjocv6pzhfd","Person","Talleyrand-Périgord, Marie Elisabeth de (17..-1812)",,,,,,,,,
"agent/FRAN_RI_012-d699mu5naft--s0mg6ul5qj30","d699mu5naft--s0mg6ul5qj30","Person","Taolaigo, Marie François (....-1765)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn3631g--fb1binrkufc","d3m0bn3631g--fb1binrkufc","Person","Tardieu, P.F. (17..-18..)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn36ej0--1kt3j6x4sy7k4","d3m0bn36ej0--1kt3j6x4sy7k4","Person","Tardieu, Pierre Antoine (1784-1869)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn3fzkq--18c1yqbb24oy0","d3m0bn3fzkq--18c1yqbb24oy0","Person","Tardieu, Pierre François (1711-1771)",,,,,,,,,
"agent/FRAN_RI_012-d699mtzygoy--jkojmucwebx3","d699mtzygoy--jkojmucwebx3","Person","Tasca, Catherine (1941-....)",,,,,,,,,
"agent/FRAN_RI_012-d-aair0fdho1-14fq3kvrzc2rc","d-aair0fdho1-14fq3kvrzc2rc","Person","Taupin de Magnitot, Louis Maurice (1757-1823)",,,,,,,,,
"agent/FRAN_RI_012-d699mu2eidm--zd7xrdinurpy","d699mu2eidm--zd7xrdinurpy","Person","Tavannes, Gaspard de Saulx (1509-1573 , seigneur de)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn3gc94-xcc4fydavb48","d3m0bn3gc94-xcc4fydavb48","Person","Tavernier, Melchior (1594-1665)",,,,,,,,,
"agent/FRAN_RI_012-d699mu3ucao--ueljx8igcvxq","d699mu3ucao--ueljx8igcvxq","Person","Tazieff, Haroun (1914-1998)",,,,,,,,,
"agent/FRAN_RI_012-d699mu222ps--avwrpkhhyucc","d699mu222ps--avwrpkhhyucc","Person","Tellez da Costa, Jeanne Thérèse (1730-1824)",,,,,,,,,
"agent/FRAN_RI_012-d699mu00f7k-1kbu075fi73mh","d699mu00f7k-1kbu075fi73mh","Person","Tempier, Elisabeth (1812-1897)",,,,,,,,,
"agent/FRAN_RI_012-d699mu672ca-1fpsspwy09i4l","d699mu672ca-1fpsspwy09i4l","Person","Terray, Joseph Marie (1715-1778)",,,,,,,,,
"agent/FRAN_RI_012-d699mu3hxfd-120u48d7fp5st","d699mu3hxfd-120u48d7fp5st","Person","Teulade, René (1931-....)",,,,,,,,,
"agent/FRAN_RI_012-d-brv7rj5y6--g3iuxwm7ifsp","d-brv7rj5y6--g3iuxwm7ifsp","Person","Teulet, Alexandre 1807-1866)",,"1807-01-29","1866-03-23","Archiviste aux Archives nationales","0000000121304749",,,,"https://data.bnf.fr/ark:/12148/cb128758251#about"
"agent/FRAN_RI_012-d699mu6i23t-9jfk7695yfh","d699mu6i23t-9jfk7695yfh","Person","Texier d'Hautefeuille, Gabriel Etienne Louis (1671-1743)",,,,,,,,,
"agent/FRAN_RI_012-d699mu5cldc-1bw4sy7aqswah","d699mu5cldc-1bw4sy7aqswah","Person","Texier d'Hautefeuille, Germain (1626-1694)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qx3srq--bss2hxko2cjo","d-dv4qx3srq--bss2hxko2cjo","Person","Thiac, Joseph Adolphe (1800-1865)",,"1800-04-07","1865-12-24","Né le 04/07/1800 à Bordeaux. Décédé le 24/12/1865 à Le Bouscat. Architecte du département de la Gironde. A œuvré à la restauration de la cathédrale de Bordeaux.",,"Q3184140","https://fr.wikipedia.org/wiki/Joseph-Adolphe_Thiac",,
"agent/FRAN_RI_012-d-7a6xak973-vxqjav2k0w5u","d-7a6xak973-vxqjav2k0w5u","Person","Thiébault-Sisson, François (1856-1936)",,"1856-07-09","1936-01-01","Critique d'art au journal ""Le Temps"".",,,,,
"agent/FRAN_RI_012-d699mu3ci4b--t5uob1l6iyjb","d699mu3ci4b--t5uob1l6iyjb","Person","Thiers, Adolphe (1797-1877)",,,,,,,,"050611",
"agent/FRAN_RI_012-d699mu33j8y-fiae9dpgu6nx","d699mu33j8y-fiae9dpgu6nx","Person","Thouin, André (1747-1824)",,,,,,,,,
"agent/FRAN_RI_012-d699mu2iqi5-1bziiwwxatbpi","d699mu2iqi5-1bziiwwxatbpi","Person","Tiberi, Jean (1935-....)",,,,,,,,,
"agent/FRAN_RI_012-d-4gmjng6g8-wtn673jyw1mq","d-4gmjng6g8-wtn673jyw1mq","Person","Tieghem, Philippe van (1839-1914)","Tieghem, Philippe Edouard Léon Van","1839-04-19","1914-04-28","Docteur ès sciences physiques (Paris, 1864), botaniste et biologiste. - Professeur de botanique et de biologie végétale. - Membre (élu en 1876) puis secrétaire perpétuel à l'Académie des sciences (élu en 1908)",,,,,
"agent/FRAN_RI_012-d699mu4exii-1n9cbq7pfcvz8","d699mu4exii-1n9cbq7pfcvz8","Person","Tillon, Charles (1897-1993)",,,,,,,,,
"agent/FRAN_RI_012-d699mu52br3--er3e1cd4lywy","d699mu52br3--er3e1cd4lywy","Person","Tolozan de Montfort, Benoîte Marie (1758-1811)",,,,,,,,,
"agent/FRAN_RI_012-d699mu1iica--8z2lkhgljhz7","d699mu1iica--8z2lkhgljhz7","Person","Torre, Henri (1933-....)",,,,,,,,,
"agent/FRAN_RI_012-d699mu1ib7l-1j6ib0fs5tjrh","d699mu1ib7l-1j6ib0fs5tjrh","Person","Toubon, Jacques (1941-....)",,,,,,,,,
"agent/FRAN_RI_012-d699mtz35m4--1adj3fg0eu1qt","d699mtz35m4--1adj3fg0eu1qt","Person","Toulongeon, Gabrielle de (1622-1646)",,,,,,,,,
"agent/FRAN_RI_012-d699mu1zvhf--s3oswt8y411y","d699mu1zvhf--s3oswt8y411y","Person","Toulouse, Louis Alexandre de Bourbon (1678-1737 , comte de)",,,,,,,,"050635",
"agent/FRAN_RI_012-d699mu44n3q--1po5vhd38u26v","d699mu44n3q--1po5vhd38u26v","Person","Tourny, Louis Urbain Aubert de (1695-1760)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qx46cm-1ty3v9564zbrn","d-dv4qx46cm-1ty3v9564zbrn","Person","Tourrette, Victor (1823-1892)",,"1823-11-02","1892-01-01","Né le 11/02/1823 à Montpezat-sous-Bauzon. Décédé en 1892 à Drôme. Architecte diocésain. A œuvré à la restauration de la cathédrale de Cahors.","0000000071063456","Q26252389",,,"https://data.bnf.fr/ark:/12148/cb132960514#about"
"agent/FRAN_RI_012-d699mu2ozx3--hpn4wov09yei","d699mu2ozx3--hpn4wov09yei","Person","Touvier, Paul (1915-1996)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn4tk8k--2gtzf6wregpn","d3m0bn4tk8k--2gtzf6wregpn","Person","Tralage, Jean-Nicolas de (1640 ?-1720 ?)","Tillemon (1640 ?-1720 ?)",,,,,,,,
"agent/FRAN_RI_012-d699mtzf1v5--yy9973ya5m0j","d699mtzf1v5--yy9973ya5m0j","Person","Trautmann, Catherine (1951-....)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qx4din--1bxa9qig20lsu","d-dv4qx4din--1bxa9qig20lsu","Person","Traxler, Joseph Auguste (1796-1856)",,"1796-01-21","1856-03-01","Né le 21/01/1796 à Amiens. Décédé en 03/1856. Architecte de la ville d'Arras. A œuvré à la restauration de la cathédrale d'Arras.",,,,,
"agent/FRAN_RI_012-d699mu3v0gn-e4l1n5lx3sxi","d699mu3v0gn-e4l1n5lx3sxi","Person","Tremblay, Barthélemy (1568 ?-1629)",,,,,,,,,
"agent/FRAN_RI_012-d699mu47v6f--iw25pzo7g166","d699mu47v6f--iw25pzo7g166","Person","Trétaigne, Jean-Baptiste François Léon Michel de (1819-1876)",,,,,,,,,
"agent/FRAN_RI_012-d699mu6hec3-ixs9p602tems","d699mu6hec3-ixs9p602tems","Person","Tron, Georges (1957-....)",,,,,,,,,
"agent/FRAN_RI_012-d699mu2987y--nvlxwvrst0tq","d699mu2987y--nvlxwvrst0tq","Person","Trudaine, Daniel Charles (1703-1769)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qx4ltf-eqzavyosvo93","d-dv4qx4ltf-eqzavyosvo93","Person","Truelle, Augustin Vincent (1821-1879)",,"1821-10-20","1879-06-16","Né le 20/10/1821 à Bar-sur-Aube. Décédé le 16/06/1879 à Paris. Architecte du département de l'Aube. A œuvré à la restauration de la cathédrale de Troyes.",,,,,
"agent/FRAN_RI_012-d699mu6m9ft-wks9lwlbeyqo","d699mu6m9ft-wks9lwlbeyqo","Person","Trutat, Claude François (17.. ?-1772)",,,,,,,,"010506",
"agent/FRAN_RI_012-d699mu5ga32-r2sojsatb5cl","d699mu5ga32-r2sojsatb5cl","Person","Trutat, Denis (1748-1814)",,,,,,,,"010507",
"agent/FRAN_RI_012-d3m0bn3gs3k--1b3ezvkut2gyx","d3m0bn3gs3k--1b3ezvkut2gyx","Person","Turenne, Henri de La Tour d'Auvergne (1611-1675 , vicomte de)","Turenne (1611-1675)",,,,,,,"050075",
"agent/FRAN_RI_012-d699mu5nmbo-1nbsbm82v3j0z","d699mu5nmbo-1nbsbm82v3j0z","Person","Uzès, Emmanuel de Crussol (1570 ?-1657 , duc d')",,,,,,,,,
"agent/FRAN_RI_012-d699mu56wy9--15ybudoivjny","d699mu56wy9--15ybudoivjny","Person","Uzès, François de Crussol (1604-1680 , duc d')",,,,,,,,,
"agent/FRAN_RI_012-d699mu5a295-15i4drwhl5nfc","d699mu5a295-15i4drwhl5nfc","Person","Uzès, Jacques de Crussol (1868-1893, duc d')",,,,,,,,,
"agent/FRAN_RI_012-d699mu0e9z5--q6laxid6qlsv","d699mu0e9z5--q6laxid6qlsv","Person","Uzès, Marie Clémentine de Rochechouart-Mortemart (1847-1933, duchesse d')",,,,,,,,,
"agent/FRAN_RI_012-d699mu3x7p0--1eocu5b6h565c","d699mu3x7p0--1eocu5b6h565c","Person","Vaillant, Daniel (1949-....)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qx4wdo-1qg274rqz1jw6","d-dv4qx4wdo-1qg274rqz1jw6","Person","Vaine, Charles",,,,"A œuvré à la restauration de la cathédrale de Dijon.",,,,,
"agent/FRAN_RI_012-d699mu0xaxt--1anidn92hx7j0","d699mu0xaxt--1anidn92hx7j0","Person","Valade, Jacques (1930-....)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn4acyc-19g28pn0yoitj","d3m0bn4acyc-19g28pn0yoitj","Person","Valk, Gerard (1650-1726)",,,,,,,,,
"agent/FRAN_RI_012-d699mu2i2qf-10e2l1xxrn17p","d699mu2i2qf-10e2l1xxrn17p","Person","Vallin de Sérignan, Nicolas (16.. ?-1676)",,,,,,,,,
"agent/FRAN_RI_012-d699mu0szn6-12tp69f5yar6k","d699mu0szn6-12tp69f5yar6k","Person","Valls, Manuel (1962-....)",,,,,,,,,
"agent/FRAN_RI_012-d699mu0pucb-1u4qpito7jtnt","d699mu0pucb-1u4qpito7jtnt","Person","Valois, Charles de (1709-1798)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qx54of--l8c52g0gv055","d-dv4qx54of--l8c52g0gv055","Person","Van Cleemputte, Lucien Tirté (1795-1871)",,"1795-05-15","1871-08-18","Né le 15/05/1795 à Paris. Décédé le 18/08/1871 à Paris. Architecte diocésain. A œuvré à la restauration des cathédrales de Coutances et de Soissons.",,"Q18508487",,,"https://data.bnf.fr/ark:/12148/cb10656695v#about"
"agent/FRAN_RI_012-d699mu3bz3q-19fy74gipoijk","d699mu3bz3q-19fy74gipoijk","Person","Van Cleemputte, Pierre-Louis (1758-1834)",,,,,,,,,
"agent/FRAN_RI_012-d-2lf81q6p3en-g0ll98j5qysh","d-2lf81q6p3en-g0ll98j5qysh","Person","Vanholzael, Arnauld",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn3yars--wnfor4vxgvvu","d3m0bn3yars--wnfor4vxgvvu","Person","Van Loon, Herman (16..-17..?)",,,,,,,,,
"agent/FRAN_RI_012-d699mu3wpgz-86o6f4a3y1r8","d699mu3wpgz-86o6f4a3y1r8","Person","Varignon, Jacques (16..-1730)",,,,,,,,,
"agent/FRAN_RI_012-d699mu6cp6b--j7fjv9gbhmx6","d699mu6cp6b--j7fjv9gbhmx6","Person","Varlet, Achille (1636-1709)",,,,,,,,,
"agent/FRAN_RI_012-d699mu58krs-112i944b0bn5","d699mu58krs-112i944b0bn5","Person","Varlet, Charles (1635-1692)",,,,,,,,,
"agent/FRAN_RI_012-d699mu4341c-1s8cfpg5mlt13","d699mu4341c-1s8cfpg5mlt13","Person","Vasserot, Charles (1804-1874)",,,,,,,,,
"agent/FRAN_RI_012-d699mu1wn0g-1xyv9293bj86e","d699mu1wn0g-1xyv9293bj86e","Person","Vasserot, Ph. (18..-18..)",,,,,,,,,
"agent/FRAN_RI_012-d699mu5nsnv--1hgqiarb24kt6","d699mu5nsnv--1hgqiarb24kt6","Person","Vasseur, Philippe (1943-....)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qx5ev3-133fee1xve3j3","d-dv4qx5ev3-133fee1xve3j3","Person","Vaudoyer, Alfred (1846-1917)",,"1846-03-13","1917-10-07","Né le 13/03/1846 à Paris. Décédé en 10/07/1917. Architecte diocésain. A œuvré à la restauration de la cathédrale de Marseille.",,"Q15845525","https://fr.wikipedia.org/wiki/Alfred_Vaudoyer",,
"agent/FRAN_RI_012-d-ke8f057ykm--1c2799532ku2t","d-ke8f057ykm--1c2799532ku2t","Person","Vaudoyer, Antoine Laurent Thomas (1756-1846)",,,,,,,,,
"agent/FRAN_RI_012-d699mtzouue-fi1fukpdjoig","d699mtzouue-fi1fukpdjoig","Person","Vaudoyer, Léon (1803-1872)",,"1803-06-07","1872-02-09","Né le 07/06/1803 à Paris. Décédé le 09/02/1872 à Paris. Architecte diocésain. A œuvré à la restauration de la cathédrale de Marseille.","0000000066428588","Q721452",,,"https://data.bnf.fr/ark:/12148/cb121279962#about"
"agent/FRAN_RI_012-d-dv4qx5lnj-zst9id59ttrp","d-dv4qx5lnj-zst9id59ttrp","Person","Vaudremer, Joseph Auguste Émile (1829-1914)",,"1829-06-02","1914-07-02","Né le 06/02/1829 à Paris. Décédé le 07/02/1914 à Antibes. Architecte diocésain et inspecteur général. A œuvré à la restauration de la cathédrale de Beauvais.","0000000066569487","Q286517","https://fr.wikipedia.org/wiki/Joseph_Auguste_%C3%89mile_Vaudremer",,"https://data.bnf.fr/ark:/12148/cb14565552n#about"
"agent/FRAN_RI_012-d-dv4qx5qk3-1bxvzje4m4r13","d-dv4qx5qk3-1bxvzje4m4r13","Person","Vauthier (....-1866)",,,"1866-01-01","Décédé en 1866. Inspecteur des édifices diocésains. A œuvré à la restauration de la cathédrale de Périgueux.",,"Q22583620",,,
"agent/FRAN_RI_012-d699mu4y968-144fcvmjrty6u","d699mu4y968-144fcvmjrty6u","Person","Vauzelle, Michel (1944-....)",,,,,,,,,
"agent/FRAN_RI_012-d699mu5sco9--gwhheg7d5uzg","d699mu5sco9--gwhheg7d5uzg","Person","Védrine, Hubert (1947-....)",,,,,,,,"051487",
"agent/FRAN_RI_012-d699mu3dv8r-1vo4g8chcx0ap","d699mu3dv8r-1vo4g8chcx0ap","Person","Veil, Simone (1927-....)",,,,,,,,"009941",
"agent/FRAN_RI_012-d699mu2a9gk--7gjzhzy63ipb","d699mu2a9gk--7gjzhzy63ipb","Person","Veillart, Charles (16..-1738)",,,,,,,,,
"agent/FRAN_RI_012-d699mu02ss3--1pnltuck46gtu","d699mu02ss3--1pnltuck46gtu","Person","Vendôme, César de Bourbon (1594-1665 , duc de)",,,,,,,,,
"agent/FRAN_RI_012-d699mu0agib-2wcfso46k8w8","d699mu0agib-2wcfso46k8w8","Person","Vendôme, Louis Joseph (1654-1712 , duc de)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qx5zzl--2ptkmb5cynzh","d-dv4qx5zzl--2ptkmb5cynzh","Person","Verdier, Pierre Aymar (1819-1880)",,"1819-11-19","1880-02-20","Né le 19/11/1819 à Tours. Décédé le 20/02/1880 à Tours. Architecte diocésain. A œuvré à la restauration de la cathédrale de Beauvais.","0000000140508106","Q28965937","https://fr.wikipedia.org/wiki/Aymar_Pierre_Verdier",,"https://data.bnf.fr/ark:/12148/cb10337288s#about"
"agent/FRAN_RI_012-d-dv4qx659p-2x4rgbs47dzz","d-dv4qx659p-2x4rgbs47dzz","Person","Verly, François (1760-1822)",,"1760-09-03","1822-08-24","Né le 09/03/1760 à Lille. Décédé le 24/08/1822 à Saint-Saulve. A œuvré à la restauration de la cathédrale d'Arras.",,"Q17352305","https://fr.wikipedia.org/wiki/Fran%C3%A7ois_Verly",,"https://data.bnf.fr/ark:/12148/cb14940302m#about"
"agent/FRAN_RI_012-d699mu33v4s-gaiwmqjk1g4k","d699mu33v4s-gaiwmqjk1g4k","Person","Verniquet, Edme (1727-1804)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qx6bb0-18wzyucd2e5k1","d-dv4qx6bb0-18wzyucd2e5k1","Person","Vetault, Charles (1795-18..)",,"1795-11-17",,"Né le 17/11/1795 à Poitiers. Architecte du département de la Vendée. A œuvré à la restauration de la cathédrale de Luçon.",,,,,
"agent/FRAN_RI_012-d-16l7xzh49un-1v45j441e2e1p","d-16l7xzh49un-1v45j441e2e1p","Person","Vétault, Pierre Jean Louis (1753-1834)",,,,,,,,,
"agent/FRAN_RI_012-d699mu0onk1--1wvvpoh6btlwp","d699mu0onk1--1wvvpoh6btlwp","Person","Veyrinas, Françoise de (1943-2008)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qx6gyp--1ehji34ecvyno","d-dv4qx6gyp--1ehji34ecvyno","Person","Viala du Sorbier, Gilbert Hippolyte (1817-1878)",,"1817-01-01","1878-01-01","Né en 1817 à La Flèche. Décédé en 1878. Architecte diocésain. A œuvré à la restauration de la cathédrale d'Oran.",,"Q21557899",,,
"agent/FRAN_RI_012-d699mu4vs1b--jxkrqijyu4gq","d699mu4vs1b--jxkrqijyu4gq","Person","Victor, Paul-Emile (1907-1995)",,,,,,,,,
"agent/FRAN_RI_012-d699mu5ngdr-ff7x7r3i5ma3","d699mu5ngdr-ff7x7r3i5ma3","Person","Vieuxpont, Françoise Catherine de (1609-1645 ?)",,,,,,,,,
"agent/FRAN_RI_012-d699mu5xoey--1dlowx7470b8s","d699mu5xoey--1dlowx7470b8s","Person","Vieuxpont, Guillaume Alexandre de (1663-1728)",,,,,,,,,
"agent/FRAN_RI_012-d699mu5imgt--1r3bpu6x6kbml","d699mu5imgt--1r3bpu6x6kbml","Person","Vigarani, Carlo (1637-1713)",,,,,,,,,
"agent/FRAN_RI_012-d-dv4qx6ovw-c69ss2gbj901","d-dv4qx6ovw-c69ss2gbj901","Person","Vignaud, Pierre (1778-18..)",,"1778-10-21",,"Né le 21/10/1778 à Châteauponsac. Architecte du département de la Haute-Vienne. A œuvré à la restauration de la cathédrale de Limoges.",,,,,
"agent/FRAN_RI_012-d699mu0q1h0-1ho6q9w43aahu","d699mu0q1h0-1ho6q9w43aahu","Person","Vignon, Barthélémy-Pierre (1762-1829)",,,,,,,,,
"agent/FRAN_RI_012-d699mtznoge-1tdovmz3bwupw","d699mtznoge-1tdovmz3bwupw","Person","Vignon, Claude (1593-1670)",,,,,,,,,
"agent/FRAN_RI_012-d699mu549h6--1lzb3kgl07tau","d699mu549h6--1lzb3kgl07tau","Person","Vigny, Pierre de (1685-1773)",,,,,,,,,
"agent/FRAN_RI_012-d3m0bn4dg9t-p57xoaqrx87k","d3m0bn4dg9t-p57xoaqrx87k","Person","Villaret, Jean (1703-1784)",,,,,,,,,
"agent/FRAN_RI_012-d699mu2czb8-1cr4f8g77fgc1","d699mu2czb8-1cr4f8g77fgc1","Person","Villars, Louis François de Brancas (16..-1679 , duc de)",,,,,,,,,
"agent/FRAN_RI_012-d699mtz6ehd--89b7pami3ic","d699mtz6ehd--89b7pami3ic","Person","Villars, Louis Hector (1653-1734 , duc de)",,,,,,,,,
"agent/FRAN_RI_012-d699mu6br3t--17u23taxhn5hl","d699mu6br3t--17u23taxhn5hl","Person","Villepin, Dominique de (1953-....)",,,,,,,,,
"agent/FRAN_RI_012-d699mu2fvi2-1wnqhcpc9ub7c","d699mu2fvi2-1wnqhcpc9ub7c","Person","Villequin, Edme (1607-1676)",,,,,,,,,
"agent/FRAN_RI_012-d699mu57xsm-1v11b2mjtwafs","d699mu57xsm-1v11b2mjtwafs","Person","Villeroy, Ferdinand de Neufville de (1608-1690)",,,,,,,,,
"agent/FRAN_RI_012-d699mu0lwwu-jtit5df8fqmn","d699mu0lwwu-jtit5df8fqmn","Person","Villeroy, Gabriel Louis François de Neufville (1731-1794 , duc de)",,,,,,,,,
"agent/FRAN_RI_012-d699mtzvi4j--18xx58e5aoyy3","d699mtzvi4j--18xx58e5aoyy3","Person","Villeroy, Nicolas de Neufville (1598-1685 , duc de)",,,,,,,,,
